,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,prevweek_mean,total_amount_withdrawn,timestamp
1143,Mount Road ATM,THURSDAY,NH,W,WWW,3,3,759886.0,388500,1143
1144,Mount Road ATM,FRIDAY,NH,W,WWH,3,3,759886.0,620800,1144
1145,Mount Road ATM,SATURDAY,NH,H,WHH,3,3,759886.0,492800,1145
1146,Mount Road ATM,SUNDAY,NH,H,HHW,4,3,759886.0,376300,1146
1147,Mount Road ATM,MONDAY,NH,W,HWW,4,3,575158.0,1235000,1147
1148,Mount Road ATM,TUESDAY,NH,W,WWW,4,3,575158.0,498900,1148
1149,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,3,575158.0,788000,1149
1150,Mount Road ATM,THURSDAY,NH,W,WWW,4,3,575158.0,638300,1150
1151,Mount Road ATM,FRIDAY,NH,W,WWH,5,3,575158.0,709800,1151
1152,Mount Road ATM,SATURDAY,NH,H,WHH,5,3,575158.0,992500,1152
1153,Mount Road ATM,SUNDAY,NH,H,HHW,5,3,575158.0,377300,1153
1154,Mount Road ATM,MONDAY,NH,W,HWW,5,3,748543.0,568400,1154
1155,Mount Road ATM,TUESDAY,NH,W,WWW,5,3,748543.0,609300,1155
1156,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,3,748543.0,833700,1156
1157,Mount Road ATM,THURSDAY,NH,W,WWW,6,3,748543.0,567800,1157
1158,Mount Road ATM,FRIDAY,NH,W,WWH,6,3,748543.0,373400,1158
1159,Mount Road ATM,SATURDAY,NH,H,WHH,6,3,748543.0,1126600,1159
1160,Mount Road ATM,SUNDAY,NH,H,HHH,6,3,748543.0,415300,1160
1161,Mount Road ATM,MONDAY,H,H,HHW,7,3,642072.0,1272400,1161
1162,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,4,642072.0,192700,1162
1163,Mount Road ATM,THURSDAY,NH,W,WWW,1,4,642072.0,1006500,1163
1164,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,642072.0,948100,1164
1165,Mount Road ATM,SATURDAY,NH,H,WHH,1,4,642072.0,772600,1165
1166,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,642072.0,605100,1166
1167,Mount Road ATM,MONDAY,NH,W,HWW,2,4,799567.0,721300,1167
1168,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,799567.0,814200,1168
1169,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,4,799567.0,741800,1169
1170,Mount Road ATM,THURSDAY,NH,W,WWW,2,4,799567.0,668000,1170
1171,Mount Road ATM,FRIDAY,NH,W,WWH,3,4,799567.0,535900,1171
1172,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,799567.0,768600,1172
1173,Mount Road ATM,SUNDAY,H,H,HHH,3,4,799567.0,546200,1173
1174,Mount Road ATM,MONDAY,H,H,HHW,3,4,685143.0,356800,1174
1175,Mount Road ATM,TUESDAY,NH,W,HWW,3,4,685143.0,706700,1175
1176,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,4,685143.0,525700,1176
1177,Mount Road ATM,THURSDAY,NH,W,WWH,4,4,685143.0,706300,1177
1178,Mount Road ATM,FRIDAY,C,H,WHH,4,4,685143.0,560300,1178
1179,Mount Road ATM,SATURDAY,NH,H,HHH,4,4,685143.0,604900,1179
1180,Mount Road ATM,SUNDAY,NH,H,HHW,4,4,685143.0,405500,1180
1181,Mount Road ATM,MONDAY,NH,W,HWW,5,4,552315.0,1057300,1181
1182,Mount Road ATM,TUESDAY,NH,W,WWW,5,4,552315.0,641300,1182
1183,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,4,552315.0,383300,1183
1184,Mount Road ATM,THURSDAY,NH,W,WWW,5,4,552315.0,177300,1184
1185,Mount Road ATM,FRIDAY,NH,W,WWH,5,4,552315.0,699700,1185
1186,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,552315.0,427600,1186
1187,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,552315.0,428500,1187
1188,Mount Road ATM,MONDAY,NH,W,HWW,6,4,545000.0,531600,1188
1189,Mount Road ATM,TUESDAY,NH,W,WWW,6,4,545000.0,344600,1189
1190,Mount Road ATM,WEDNESDAY,NH,W,WWH,6,4,545000.0,1063800,1190
1191,Mount Road ATM,THURSDAY,N,H,WHW,1,5,545000.0,438300,1191
1192,Mount Road ATM,FRIDAY,NH,W,HWH,1,5,545000.0,883100,1192
1193,Mount Road ATM,SATURDAY,NH,H,WHH,1,5,545000.0,925300,1193
1194,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,545000.0,459500,1194
1195,Mount Road ATM,MONDAY,NH,W,HWW,1,5,663743.0,1022100,1195
1196,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,663743.0,604500,1196
1197,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,663743.0,740300,1197
1198,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,663743.0,850400,1198
1199,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,663743.0,493300,1199
1200,Mount Road ATM,SATURDAY,NH,H,WHH,2,5,663743.0,916900,1200
1201,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,663743.0,286500,1201
1202,Mount Road ATM,MONDAY,NH,W,HWW,3,5,702000.0,660100,1202
1203,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,702000.0,782500,1203
1204,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,702000.0,613100,1204
1205,Mount Road ATM,THURSDAY,NH,W,WWW,3,5,702000.0,475200,1205
1206,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,702000.0,370000,1206
1207,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,702000.0,713800,1207
1208,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,702000.0,326600,1208
1209,Mount Road ATM,MONDAY,NH,W,HWW,4,5,563043.0,926800,1209
1210,Mount Road ATM,TUESDAY,NH,W,WWW,4,5,563043.0,683100,1210
1211,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,563043.0,520800,1211
1212,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,563043.0,642300,1212
1213,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,563043.0,603700,1213
1214,Mount Road ATM,SATURDAY,NH,H,WHH,5,5,563043.0,625900,1214
1215,Mount Road ATM,SUNDAY,NH,H,HHW,5,5,563043.0,353100,1215
1216,Mount Road ATM,MONDAY,NH,W,HWW,6,5,622243.0,515500,1216
1217,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,622243.0,594300,1217
1218,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,622243.0,744800,1218
1219,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,622243.0,1033900,1219
1220,Mount Road ATM,FRIDAY,NH,W,WWH,6,5,622243.0,899300,1220
1221,Mount Road ATM,SATURDAY,NH,H,WHH,7,5,622243.0,1089200,1221
1222,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,622243.0,773100,1222
1223,Mount Road ATM,MONDAY,NH,W,HWW,1,6,807158.0,1130100,1223
1224,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,807158.0,766600,1224
1225,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,807158.0,869800,1225
1226,Mount Road ATM,THURSDAY,NH,W,WWW,1,6,807158.0,614700,1226
1227,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,807158.0,945300,1227
1228,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,807158.0,898900,1228
1229,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,807158.0,689500,1229
1230,Mount Road ATM,MONDAY,NH,W,HWW,2,6,844986.0,722800,1230
1231,Mount Road ATM,TUESDAY,NH,W,WWW,2,6,844986.0,629800,1231
1232,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,844986.0,685300,1232
1233,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,844986.0,635800,1233
1234,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,844986.0,547100,1234
1235,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,844986.0,763700,1235
1236,Mount Road ATM,SUNDAY,NH,H,HHW,3,6,844986.0,401100,1236
1237,Mount Road ATM,MONDAY,NH,W,HWW,4,6,626515.0,788500,1237
1238,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,626515.0,288500,1238
1239,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,626515.0,721900,1239
1240,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,626515.0,482600,1240
1241,Mount Road ATM,FRIDAY,NH,W,WWH,4,6,626515.0,859800,1241
1242,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,626515.0,669400,1242
1243,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,626515.0,397200,1243
1244,Mount Road ATM,MONDAY,NH,W,HWW,5,6,601129.0,606000,1244
1245,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,601129.0,707300,1245
1246,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,6,601129.0,765600,1246
1247,Mount Road ATM,THURSDAY,NH,W,WWW,6,6,601129.0,624000,1247
1248,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,601129.0,735500,1248
1249,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,601129.0,799500,1249
1250,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,601129.0,387000,1250
1251,Mount Road ATM,MONDAY,NH,W,HWW,6,6,660700.0,1360200,1251
1252,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,660700.0,801000,1252
1253,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,660700.0,1179400,1253
1254,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,660700.0,1000800,1254
1255,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,660700.0,990700,1255
1256,Mount Road ATM,SATURDAY,NH,H,WHH,1,7,660700.0,1111100,1256
1257,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,660700.0,604600,1257
1258,Mount Road ATM,MONDAY,NH,W,HWW,2,7,1006829.0,1256300,1258
1259,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,1006829.0,659300,1259
1260,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,1006829.0,822000,1260
1261,Mount Road ATM,THURSDAY,NH,W,WWW,2,7,1006829.0,711500,1261
1262,Mount Road ATM,FRIDAY,NH,W,WWH,3,7,1006829.0,903200,1262
1263,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,1006829.0,1050300,1263
1264,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,1006829.0,384500,1264
1265,Mount Road ATM,MONDAY,NH,W,HWW,3,7,826729.0,606100,1265
1266,Mount Road ATM,TUESDAY,NH,W,WWW,3,7,826729.0,657700,1266
1267,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,826729.0,572200,1267
1268,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,826729.0,563300,1268
1269,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,826729.0,525400,1269
1270,Mount Road ATM,SATURDAY,NH,H,WHH,4,7,826729.0,946800,1270
1271,Mount Road ATM,SUNDAY,NH,H,HHW,4,7,826729.0,529300,1271
1272,Mount Road ATM,MONDAY,NH,W,HWW,5,7,628686.0,926800,1272
1273,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,628686.0,608600,1273
1274,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,628686.0,646300,1274
1275,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,628686.0,664300,1275
1276,Mount Road ATM,FRIDAY,NH,W,WWH,5,7,628686.0,732500,1276
1277,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,628686.0,1063600,1277
1278,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,628686.0,388700,1278
1279,Mount Road ATM,MONDAY,NH,W,HWH,6,7,718686.0,651200,1279
1280,Mount Road ATM,TUESDAY,M,H,WHW,6,7,718686.0,368500,1280
1281,Mount Road ATM,WEDNESDAY,NH,W,HWW,6,7,718686.0,839100,1281
1282,Mount Road ATM,THURSDAY,NH,W,WWW,7,7,718686.0,963800,1282
1283,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,718686.0,1058400,1283
1284,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,718686.0,952100,1284
1285,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,718686.0,506600,1285
1286,Mount Road ATM,MONDAY,NH,W,HWW,1,8,762815.0,729500,1286
1287,Mount Road ATM,TUESDAY,NH,W,WWW,1,8,762815.0,779600,1287
1288,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,762815.0,861200,1288
1289,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,762815.0,859200,1289
1290,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,762815.0,841900,1290
1291,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,762815.0,1004500,1291
1292,Mount Road ATM,SUNDAY,NH,H,HHW,2,8,762815.0,543700,1292
1293,Mount Road ATM,MONDAY,NH,W,HWW,3,8,802800.0,867700,1293
1294,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,802800.0,666800,1294
1295,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,8,802800.0,437000,1295
1296,Mount Road ATM,THURSDAY,NH,W,WWH,3,8,802800.0,831500,1296
1297,Mount Road ATM,FRIDAY,N,H,WHH,3,8,802800.0,427200,1297
1298,Mount Road ATM,SATURDAY,NH,H,HHH,4,8,802800.0,506300,1298
1299,Mount Road ATM,SUNDAY,H,H,HHW,4,8,802800.0,410100,1299
1300,Mount Road ATM,MONDAY,NH,W,HWW,4,8,592372.0,639100,1300
1301,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,592372.0,540300,1301
1302,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,8,592372.0,675200,1302
1303,Mount Road ATM,THURSDAY,NH,W,WWW,5,8,592372.0,552100,1303
1304,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,592372.0,419600,1304
1305,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,592372.0,589600,1305
1306,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,592372.0,211600,1306
1307,Mount Road ATM,MONDAY,NH,W,HWW,5,8,518215.0,693200,1307
1308,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,518215.0,703000,1308
1309,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,518215.0,641600,1309
1310,Mount Road ATM,THURSDAY,NH,W,WWH,6,8,518215.0,648000,1310
1311,Mount Road ATM,FRIDAY,H,H,WHH,6,8,518215.0,362300,1311
1312,Mount Road ATM,SATURDAY,NH,H,HHH,6,8,518215.0,942900,1312
1313,Mount Road ATM,SUNDAY,NH,H,HHW,7,8,518215.0,549900,1313
1314,Mount Road ATM,MONDAY,NH,W,HWW,1,9,648700.0,983000,1314
1315,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,648700.0,892500,1315
1316,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,648700.0,968300,1316
1317,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,648700.0,997500,1317
1318,Mount Road ATM,FRIDAY,NH,W,WWH,1,9,648700.0,860600,1318
1319,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,648700.0,862800,1319
1320,Mount Road ATM,SUNDAY,NH,H,HHW,2,9,648700.0,501400,1320
1321,Mount Road ATM,MONDAY,NH,W,HWW,2,9,866586.0,809800,1321
1322,Mount Road ATM,TUESDAY,NH,W,WWW,2,9,866586.0,847500,1322
1323,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,9,866586.0,871700,1323
1324,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,866586.0,667600,1324
1325,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,866586.0,430600,1325
1326,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,866586.0,494100,1326
1327,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,866586.0,378800,1327
1328,Mount Road ATM,MONDAY,NH,W,HWW,3,9,642872.0,736400,1328
1329,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,642872.0,421200,1329
1330,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,9,642872.0,686500,1330
1331,Mount Road ATM,THURSDAY,NH,W,WWW,4,9,642872.0,618700,1331
1332,Mount Road ATM,FRIDAY,NH,W,WWH,4,9,642872.0,667200,1332
1333,Mount Road ATM,SATURDAY,NH,H,WHH,4,9,642872.0,716500,1333
1334,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,642872.0,307300,1334
1335,Mount Road ATM,MONDAY,NH,W,HWW,5,9,593400.0,473200,1335
1336,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,593400.0,547300,1336
1337,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,9,593400.0,815100,1337
1338,Mount Road ATM,THURSDAY,NH,W,WWW,5,9,593400.0,758300,1338
1339,Mount Road ATM,FRIDAY,NH,W,WWH,6,9,593400.0,591300,1339
1340,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,593400.0,462000,1340
1341,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,593400.0,449700,1341
1342,Mount Road ATM,MONDAY,NH,W,HWW,6,9,585272.0,960400,1342
1343,Mount Road ATM,TUESDAY,NH,W,WWW,6,9,585272.0,1141800,1343
1344,Mount Road ATM,WEDNESDAY,NH,W,WWH,1,10,585272.0,1141300,1344
1345,Mount Road ATM,THURSDAY,N,H,WHH,1,10,585272.0,899300,1345
1346,Mount Road ATM,FRIDAY,H,H,HHH,1,10,585272.0,677500,1346
1347,Mount Road ATM,SATURDAY,NH,H,HHH,1,10,585272.0,974500,1347
1348,Mount Road ATM,SUNDAY,M,H,HHW,1,10,585272.0,631300,1348
1349,Mount Road ATM,MONDAY,NH,W,HWW,2,10,918015.0,589700,1349
1350,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,918015.0,916300,1350
1351,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,918015.0,899500,1351
1352,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,918015.0,806400,1352
1353,Mount Road ATM,FRIDAY,NH,W,WWH,2,10,918015.0,734400,1353
1354,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,918015.0,818600,1354
1355,Mount Road ATM,SUNDAY,NH,H,HHW,3,10,918015.0,597400,1355
1356,Mount Road ATM,MONDAY,NH,W,HWW,3,10,766043.0,917200,1356
1357,Mount Road ATM,TUESDAY,NH,W,WWW,3,10,766043.0,591700,1357
1358,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,10,766043.0,778400,1358
1359,Mount Road ATM,THURSDAY,NH,W,WWW,4,10,766043.0,663500,1359
1360,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,766043.0,462400,1360
1361,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,766043.0,489000,1361
1362,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,766043.0,24000,1362
1363,Mount Road ATM,MONDAY,NH,W,HWW,4,10,560886.0,663100,1363
1364,Mount Road ATM,TUESDAY,NH,W,WWH,5,10,560886.0,645800,1364
1365,Mount Road ATM,WEDNESDAY,H,H,WHW,5,10,560886.0,245800,1365
1366,Mount Road ATM,THURSDAY,NH,W,HWW,5,10,560886.0,266100,1366
1367,Mount Road ATM,FRIDAY,NH,W,WWH,5,10,560886.0,434700,1367
1368,Mount Road ATM,SATURDAY,NH,H,WHH,5,10,560886.0,567800,1368
1369,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,560886.0,261000,1369
1370,Mount Road ATM,MONDAY,NH,W,HWW,6,10,440615.0,542600,1370
1371,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,440615.0,522200,1371
1372,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,440615.0,683800,1372
1373,Mount Road ATM,THURSDAY,NH,W,WWW,6,10,440615.0,546700,1373
1374,Mount Road ATM,FRIDAY,NH,W,WWH,7,10,440615.0,816700,1374
1375,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,440615.0,1205400,1375
1376,Mount Road ATM,SUNDAY,NH,H,HHW,1,11,440615.0,776500,1376
1377,Mount Road ATM,MONDAY,NH,W,HWH,1,11,727700.0,690200,1377
1378,Mount Road ATM,TUESDAY,M,H,WHW,1,11,727700.0,705000,1378
1379,Mount Road ATM,WEDNESDAY,NH,W,HWW,1,11,727700.0,1073900,1379
1380,Mount Road ATM,THURSDAY,NH,W,WWW,2,11,727700.0,700400,1380
1381,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,727700.0,619700,1381
1382,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,727700.0,770600,1382
1383,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,727700.0,681800,1383
1384,Mount Road ATM,MONDAY,NH,W,HWW,2,11,748800.0,1161500,1384
1385,Mount Road ATM,TUESDAY,NH,W,WWW,3,11,748800.0,781900,1385
1386,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,11,748800.0,674200,1386
1387,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,748800.0,502300,1387
1388,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,748800.0,463900,1388
1389,Mount Road ATM,SATURDAY,NH,H,WHH,3,11,748800.0,495000,1389
1390,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,748800.0,270300,1390
1391,Mount Road ATM,MONDAY,NH,W,HWW,4,11,621300.0,468000,1391
1392,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,621300.0,498800,1392
1393,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,621300.0,571100,1393
1394,Mount Road ATM,THURSDAY,NH,W,WWW,4,11,621300.0,514500,1394
1395,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,621300.0,414100,1395
1396,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,621300.0,674800,1396
1397,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,621300.0,302400,1397
1398,Mount Road ATM,MONDAY,NH,W,HWW,5,11,491958.0,597600,1398
1399,Mount Road ATM,TUESDAY,NH,W,WWW,5,11,491958.0,534900,1399
1400,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,491958.0,527800,1400
1401,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,491958.0,572700,1401
1402,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,491958.0,602800,1402
1403,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,491958.0,829500,1403
1404,Mount Road ATM,SUNDAY,NH,H,HHW,6,11,491958.0,427200,1404
1405,Mount Road ATM,MONDAY,NH,W,HWW,1,12,584643.0,1006700,1405
1406,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,584643.0,827800,1406
1407,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,584643.0,1108800,1407
1408,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,584643.0,915400,1408
1409,Mount Road ATM,FRIDAY,NH,W,WWH,1,12,584643.0,903300,1409
1410,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,584643.0,1029600,1410
1411,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,584643.0,586600,1411
1412,Mount Road ATM,MONDAY,NH,W,HWW,2,12,911172.0,808000,1412
1413,Mount Road ATM,TUESDAY,NH,W,WWW,2,12,911172.0,883500,1413
1414,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,12,911172.0,537900,1414
1415,Mount Road ATM,THURSDAY,NH,W,WWW,3,12,911172.0,488400,1415
1416,Mount Road ATM,FRIDAY,NH,W,WWH,3,12,911172.0,573600,1416
1417,Mount Road ATM,SATURDAY,NH,H,WHH,3,12,911172.0,668000,1417
1418,Mount Road ATM,SUNDAY,NH,H,HHW,3,12,911172.0,380800,1418
1419,Mount Road ATM,MONDAY,NH,W,HWW,3,12,620029.0,616100,1419
1420,Mount Road ATM,TUESDAY,NH,W,WWW,4,12,620029.0,671500,1420
1421,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,12,620029.0,460400,1421
1422,Mount Road ATM,THURSDAY,NH,W,WWW,4,12,620029.0,616600,1422
1423,Mount Road ATM,FRIDAY,NH,W,WWH,4,12,620029.0,409600,1423
1424,Mount Road ATM,SATURDAY,NH,H,WHH,4,12,620029.0,707400,1424
1425,Mount Road ATM,SUNDAY,NH,H,HHW,5,12,620029.0,540300,1425
1426,Mount Road ATM,MONDAY,NH,W,HWW,5,12,574558.0,788400,1426
1427,Mount Road ATM,TUESDAY,NH,W,WWW,5,12,574558.0,734200,1427
1428,Mount Road ATM,WEDNESDAY,NH,W,WWH,5,12,574558.0,649300,1428
1429,Mount Road ATM,THURSDAY,C,H,WHW,5,12,574558.0,398700,1429
1430,Mount Road ATM,FRIDAY,NH,W,HWH,6,12,574558.0,694700,1430
1431,Mount Road ATM,SATURDAY,NH,H,WHH,6,12,574558.0,773200,1431
1432,Mount Road ATM,SUNDAY,NH,H,HHW,6,12,574558.0,236500,1432
1433,Mount Road ATM,MONDAY,NH,W,HWW,6,12,610715.0,238000,1433
1434,Mount Road ATM,TUESDAY,NH,W,WWW,6,12,610715.0,480400,1434
1435,Mount Road ATM,WEDNESDAY,NH,W,WWH,7,12,610715.0,1157300,1435
1436,Mount Road ATM,THURSDAY,C,H,WHW,1,1,568400.0,498200,1436
1437,Mount Road ATM,FRIDAY,NH,W,HWH,1,1,568400.0,904900,1437
1438,Mount Road ATM,SATURDAY,NH,H,WHH,1,1,568400.0,1035000,1438
1439,Mount Road ATM,SUNDAY,M,H,HHW,1,1,568400.0,436200,1439
1440,Mount Road ATM,MONDAY,NH,W,HWW,1,1,718575.0,1087100,1440
1441,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,718575.0,750000,1441
1442,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,718575.0,899400,1442
1443,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,718575.0,820600,1443
1444,Mount Road ATM,FRIDAY,NH,W,WWH,2,1,718575.0,699400,1444
1445,Mount Road ATM,SATURDAY,NH,H,WHH,2,1,718575.0,915800,1445
1446,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,718575.0,587600,1446
1447,Mount Road ATM,MONDAY,NH,W,HWW,3,1,822843.0,924500,1447
1448,Mount Road ATM,TUESDAY,NH,W,WWW,3,1,822843.0,590100,1448
1449,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,1,822843.0,581400,1449
1450,Mount Road ATM,THURSDAY,H,H,WHH,3,1,822843.0,261400,1450
1451,Mount Road ATM,FRIDAY,N,H,HHH,4,1,822843.0,190900,1451
1452,Mount Road ATM,SATURDAY,H,H,HHH,4,1,822843.0,368700,1452
1453,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,822843.0,305100,1453
1454,Mount Road ATM,MONDAY,NH,W,HWW,4,1,460300.0,512500,1454
1455,Mount Road ATM,TUESDAY,NH,W,WWW,4,1,460300.0,646200,1455
1456,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,460300.0,444200,1456
1457,Mount Road ATM,THURSDAY,NH,W,WWW,5,1,460300.0,510100,1457
1458,Mount Road ATM,FRIDAY,NH,W,WWH,5,1,460300.0,679100,1458
1459,Mount Road ATM,SATURDAY,NH,H,WHH,5,1,460300.0,525900,1459
1460,Mount Road ATM,SUNDAY,NH,H,HHH,5,1,460300.0,251500,1460
1461,Mount Road ATM,MONDAY,N,H,HHW,6,1,509929.0,354100,1461
1462,Mount Road ATM,TUESDAY,NH,W,HWW,6,1,509929.0,673600,1462
1463,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,509929.0,810900,1463
1464,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,509929.0,659200,1464
