,atm_name,weekday,festival_religion,working_day,holiday_sequence,trans_date_set,trans_month,prevweek_mean,total_amount_withdrawn,timestamp
811,Mount Road ATM,THURSDAY,NH,W,WWH,6,3,428329.0,122300,811
812,Mount Road ATM,FRIDAY,C,H,WHH,6,3,428329.0,384200,812
813,Mount Road ATM,SATURDAY,NH,H,HHH,6,3,428329.0,604500,813
814,Mount Road ATM,SUNDAY,NH,H,HHW,7,3,428329.0,337800,814
815,Mount Road ATM,MONDAY,NH,W,HWW,1,4,394786.0,509600,815
816,Mount Road ATM,TUESDAY,NH,W,WWW,1,4,394786.0,631400,816
817,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,4,394786.0,464100,817
818,Mount Road ATM,THURSDAY,NH,W,WWW,1,4,394786.0,1019200,818
819,Mount Road ATM,FRIDAY,NH,W,WWH,1,4,394786.0,668600,819
820,Mount Road ATM,SATURDAY,NH,H,WHH,2,4,394786.0,828000,820
821,Mount Road ATM,SUNDAY,NH,H,HHW,2,4,394786.0,411700,821
822,Mount Road ATM,MONDAY,NH,W,HWW,2,4,647515.0,480400,822
823,Mount Road ATM,TUESDAY,NH,W,WWW,2,4,647515.0,672500,823
824,Mount Road ATM,WEDNESDAY,NH,W,WWH,2,4,647515.0,609900,824
825,Mount Road ATM,THURSDAY,H,H,WHW,3,4,647515.0,488800,825
826,Mount Road ATM,FRIDAY,NH,W,HWH,3,4,647515.0,527100,826
827,Mount Road ATM,SATURDAY,NH,H,WHH,3,4,647515.0,828700,827
828,Mount Road ATM,SUNDAY,N,H,HHW,3,4,647515.0,408900,828
829,Mount Road ATM,MONDAY,NH,W,HWW,3,4,573758.0,486800,829
830,Mount Road ATM,TUESDAY,NH,W,WWW,4,4,573758.0,619900,830
831,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,4,573758.0,815400,831
832,Mount Road ATM,THURSDAY,NH,W,WWW,4,4,573758.0,686000,832
833,Mount Road ATM,FRIDAY,NH,W,WWH,4,4,573758.0,769200,833
834,Mount Road ATM,SATURDAY,NH,H,WHH,4,4,573758.0,1035900,834
835,Mount Road ATM,SUNDAY,NH,H,HHW,5,4,573758.0,516000,835
836,Mount Road ATM,TUESDAY,NH,W,WWH,5,4,704172.0,452700,836
837,Mount Road ATM,WEDNESDAY,H,H,WHW,5,4,704172.0,450300,837
838,Mount Road ATM,THURSDAY,NH,W,HWW,5,4,704172.0,371700,838
839,Mount Road ATM,FRIDAY,NH,W,WWH,6,4,704172.0,281900,839
840,Mount Road ATM,SATURDAY,NH,H,WHH,6,4,704172.0,685400,840
841,Mount Road ATM,SUNDAY,NH,H,HHW,6,4,704172.0,551300,841
842,Mount Road ATM,MONDAY,NH,W,HWW,6,4,465550.0,650400,842
843,Mount Road ATM,TUESDAY,NH,W,WWH,6,4,465550.0,780000,843
844,Mount Road ATM,WEDNESDAY,N,H,WHW,1,5,465550.0,635200,844
845,Mount Road ATM,THURSDAY,NH,W,HWW,1,5,465550.0,639600,845
846,Mount Road ATM,FRIDAY,NH,W,WWH,1,5,465550.0,733800,846
847,Mount Road ATM,SATURDAY,NH,H,WHH,1,5,465550.0,1024000,847
848,Mount Road ATM,SUNDAY,NH,H,HHW,1,5,465550.0,495600,848
849,Mount Road ATM,MONDAY,NH,W,HWW,2,5,708372.0,691400,849
850,Mount Road ATM,TUESDAY,NH,W,WWW,2,5,708372.0,807100,850
851,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,5,708372.0,686700,851
852,Mount Road ATM,THURSDAY,NH,W,WWW,2,5,708372.0,635200,852
853,Mount Road ATM,FRIDAY,NH,W,WWH,2,5,708372.0,912900,853
854,Mount Road ATM,SATURDAY,NH,H,WHH,3,5,708372.0,613900,854
855,Mount Road ATM,SUNDAY,NH,H,HHW,3,5,708372.0,512100,855
856,Mount Road ATM,MONDAY,NH,W,HWW,3,5,694186.0,833200,856
857,Mount Road ATM,TUESDAY,NH,W,WWW,3,5,694186.0,525500,857
858,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,5,694186.0,464500,858
859,Mount Road ATM,THURSDAY,NH,W,WWW,4,5,694186.0,397800,859
860,Mount Road ATM,FRIDAY,NH,W,WWH,4,5,694186.0,440800,860
861,Mount Road ATM,SATURDAY,NH,H,WHH,4,5,694186.0,721500,861
862,Mount Road ATM,SUNDAY,NH,H,HHW,4,5,694186.0,359100,862
863,Mount Road ATM,MONDAY,NH,W,HWW,4,5,534629.0,363700,863
864,Mount Road ATM,TUESDAY,NH,W,WWW,5,5,534629.0,692100,864
865,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,5,534629.0,460400,865
866,Mount Road ATM,THURSDAY,NH,W,WWW,5,5,534629.0,476200,866
867,Mount Road ATM,FRIDAY,NH,W,WWH,5,5,534629.0,464300,867
868,Mount Road ATM,SATURDAY,H,H,WHH,5,5,534629.0,540000,868
869,Mount Road ATM,SUNDAY,NH,H,HHW,6,5,534629.0,139500,869
870,Mount Road ATM,MONDAY,NH,W,HWW,6,5,448029.0,637300,870
871,Mount Road ATM,TUESDAY,NH,W,WWW,6,5,448029.0,326300,871
872,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,5,448029.0,355700,872
873,Mount Road ATM,THURSDAY,NH,W,WWW,6,5,448029.0,488900,873
874,Mount Road ATM,FRIDAY,NH,W,WWH,7,5,448029.0,501100,874
875,Mount Road ATM,SATURDAY,NH,H,WHH,1,6,448029.0,839600,875
876,Mount Road ATM,SUNDAY,NH,H,HHW,1,6,448029.0,653100,876
877,Mount Road ATM,MONDAY,NH,W,HWW,1,6,543143.0,771600,877
878,Mount Road ATM,TUESDAY,NH,W,WWW,1,6,543143.0,703300,878
879,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,6,543143.0,870500,879
880,Mount Road ATM,THURSDAY,NH,W,WWW,2,6,543143.0,997300,880
881,Mount Road ATM,FRIDAY,NH,W,WWH,2,6,543143.0,528300,881
882,Mount Road ATM,SATURDAY,NH,H,WHH,2,6,543143.0,722300,882
883,Mount Road ATM,SUNDAY,NH,H,HHW,2,6,543143.0,376400,883
884,Mount Road ATM,MONDAY,NH,W,HWW,2,6,709958.0,488300,884
885,Mount Road ATM,TUESDAY,NH,W,WWW,3,6,709958.0,784700,885
886,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,6,709958.0,482400,886
887,Mount Road ATM,THURSDAY,NH,W,WWW,3,6,709958.0,521500,887
888,Mount Road ATM,FRIDAY,NH,W,WWH,3,6,709958.0,493000,888
889,Mount Road ATM,SATURDAY,NH,H,WHH,3,6,709958.0,649800,889
890,Mount Road ATM,SUNDAY,NH,H,HHW,4,6,709958.0,223500,890
891,Mount Road ATM,MONDAY,NH,W,HWW,4,6,520458.0,627700,891
892,Mount Road ATM,TUESDAY,NH,W,WWW,4,6,520458.0,557000,892
893,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,6,520458.0,592200,893
894,Mount Road ATM,THURSDAY,NH,W,WWW,4,6,520458.0,630400,894
895,Mount Road ATM,FRIDAY,NH,W,WWH,5,6,520458.0,755700,895
896,Mount Road ATM,SATURDAY,NH,H,WHH,5,6,520458.0,520200,896
897,Mount Road ATM,SUNDAY,NH,H,HHW,5,6,520458.0,243500,897
898,Mount Road ATM,MONDAY,NH,W,HWW,5,6,560958.0,606000,898
899,Mount Road ATM,TUESDAY,NH,W,WWW,5,6,560958.0,206700,899
900,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,6,560958.0,672500,900
901,Mount Road ATM,THURSDAY,NH,W,WWW,6,6,560958.0,519900,901
902,Mount Road ATM,FRIDAY,NH,W,WWH,6,6,560958.0,495400,902
903,Mount Road ATM,SATURDAY,NH,H,WHH,6,6,560958.0,912600,903
904,Mount Road ATM,SUNDAY,NH,H,HHW,6,6,560958.0,575700,904
905,Mount Road ATM,MONDAY,NH,W,HWW,1,7,569829.0,741700,905
906,Mount Road ATM,TUESDAY,NH,W,WWW,1,7,569829.0,592600,906
907,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,7,569829.0,932700,907
908,Mount Road ATM,THURSDAY,NH,W,WWW,1,7,569829.0,899700,908
909,Mount Road ATM,FRIDAY,NH,W,WWH,1,7,569829.0,937400,909
910,Mount Road ATM,SATURDAY,NH,H,WHH,2,7,569829.0,920700,910
911,Mount Road ATM,SUNDAY,NH,H,HHW,2,7,569829.0,588400,911
912,Mount Road ATM,MONDAY,NH,W,HWW,2,7,801886.0,570500,912
913,Mount Road ATM,TUESDAY,NH,W,WWW,2,7,801886.0,549600,913
914,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,7,801886.0,509700,914
915,Mount Road ATM,THURSDAY,NH,W,WWW,3,7,801886.0,110300,915
916,Mount Road ATM,FRIDAY,NH,W,WWH,3,7,801886.0,689500,916
917,Mount Road ATM,SATURDAY,NH,H,WHH,3,7,801886.0,399900,917
918,Mount Road ATM,SUNDAY,NH,H,HHW,3,7,801886.0,108600,918
919,Mount Road ATM,MONDAY,NH,W,HWW,3,7,419729.0,401700,919
920,Mount Road ATM,TUESDAY,NH,W,WWW,4,7,419729.0,570400,920
921,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,7,419729.0,551300,921
922,Mount Road ATM,THURSDAY,NH,W,WWW,4,7,419729.0,482900,922
923,Mount Road ATM,FRIDAY,NH,W,WWH,4,7,419729.0,562700,923
924,Mount Road ATM,SATURDAY,NH,H,WHH,4,7,419729.0,726000,924
925,Mount Road ATM,SUNDAY,NH,H,HHW,5,7,419729.0,192500,925
926,Mount Road ATM,MONDAY,NH,W,HWW,5,7,498215.0,395900,926
927,Mount Road ATM,TUESDAY,NH,W,WWW,5,7,498215.0,410200,927
928,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,7,498215.0,416100,928
929,Mount Road ATM,THURSDAY,NH,W,WWW,5,7,498215.0,267900,929
930,Mount Road ATM,FRIDAY,NH,W,WWH,6,7,498215.0,364500,930
931,Mount Road ATM,SATURDAY,NH,H,WHH,6,7,498215.0,560300,931
932,Mount Road ATM,SUNDAY,NH,H,HHW,6,7,498215.0,13500,932
933,Mount Road ATM,MONDAY,NH,W,HWW,6,7,346915.0,356300,933
934,Mount Road ATM,TUESDAY,NH,W,WWW,6,7,346915.0,445200,934
935,Mount Road ATM,WEDNESDAY,NH,W,WWW,7,7,346915.0,780800,935
936,Mount Road ATM,THURSDAY,NH,W,WWW,1,8,346915.0,386200,936
937,Mount Road ATM,FRIDAY,NH,W,WWH,1,8,346915.0,48400,937
938,Mount Road ATM,SATURDAY,NH,H,WHH,1,8,346915.0,502900,938
939,Mount Road ATM,SUNDAY,NH,H,HHW,1,8,346915.0,597300,939
940,Mount Road ATM,MONDAY,NH,W,HWW,1,8,445300.0,887000,940
941,Mount Road ATM,TUESDAY,NH,W,WWW,2,8,445300.0,733100,941
942,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,8,445300.0,672500,942
943,Mount Road ATM,THURSDAY,NH,W,WWW,2,8,445300.0,638000,943
944,Mount Road ATM,FRIDAY,NH,W,WWH,2,8,445300.0,283400,944
945,Mount Road ATM,SATURDAY,NH,H,WHH,2,8,445300.0,721600,945
946,Mount Road ATM,SUNDAY,NH,H,HHW,3,8,445300.0,296900,946
947,Mount Road ATM,MONDAY,NH,W,HWW,3,8,604643.0,524500,947
948,Mount Road ATM,TUESDAY,NH,W,WWW,3,8,604643.0,567600,948
949,Mount Road ATM,WEDNESDAY,NH,W,WWH,3,8,604643.0,455700,949
950,Mount Road ATM,THURSDAY,N,H,WHW,3,8,604643.0,433100,950
951,Mount Road ATM,FRIDAY,NH,W,HWH,4,8,604643.0,750400,951
952,Mount Road ATM,SATURDAY,NH,H,WHH,4,8,604643.0,740600,952
953,Mount Road ATM,SUNDAY,NH,H,HHW,4,8,604643.0,354200,953
954,Mount Road ATM,MONDAY,NH,W,HWW,4,8,546586.0,595400,954
955,Mount Road ATM,TUESDAY,NH,W,WWW,4,8,546586.0,536400,955
956,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,8,546586.0,583600,956
957,Mount Road ATM,THURSDAY,NH,W,WWW,5,8,546586.0,585700,957
958,Mount Road ATM,FRIDAY,NH,W,WWH,5,8,546586.0,419400,958
959,Mount Road ATM,SATURDAY,NH,H,WHH,5,8,546586.0,627100,959
960,Mount Road ATM,SUNDAY,NH,H,HHW,5,8,546586.0,362400,960
961,Mount Road ATM,MONDAY,NH,W,HWW,6,8,530000.0,360200,961
962,Mount Road ATM,TUESDAY,NH,W,WWW,6,8,530000.0,762700,962
963,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,8,530000.0,340700,963
964,Mount Road ATM,THURSDAY,NH,W,WWW,6,8,530000.0,763300,964
965,Mount Road ATM,FRIDAY,NH,W,WWH,6,8,530000.0,429400,965
966,Mount Road ATM,SATURDAY,NH,H,WHH,7,8,530000.0,728200,966
967,Mount Road ATM,SUNDAY,NH,H,HHW,1,9,530000.0,403400,967
968,Mount Road ATM,MONDAY,NH,W,HWW,1,9,541129.0,759100,968
969,Mount Road ATM,TUESDAY,NH,W,WWW,1,9,541129.0,882200,969
970,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,9,541129.0,849500,970
971,Mount Road ATM,THURSDAY,NH,W,WWW,1,9,541129.0,829100,971
972,Mount Road ATM,FRIDAY,NH,W,WWH,2,9,541129.0,819800,972
973,Mount Road ATM,SATURDAY,NH,H,WHH,2,9,541129.0,622500,973
974,Mount Road ATM,SUNDAY,NH,H,HHH,2,9,541129.0,290100,974
975,Mount Road ATM,MONDAY,H,H,HHW,2,9,721758.0,282200,975
976,Mount Road ATM,TUESDAY,NH,W,HWW,2,9,721758.0,723000,976
977,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,9,721758.0,733800,977
978,Mount Road ATM,THURSDAY,NH,W,WWW,3,9,721758.0,594500,978
979,Mount Road ATM,FRIDAY,NH,W,WWH,3,9,721758.0,576800,979
980,Mount Road ATM,SATURDAY,NH,H,WHH,3,9,721758.0,590100,980
981,Mount Road ATM,SUNDAY,NH,H,HHW,3,9,721758.0,324600,981
982,Mount Road ATM,MONDAY,NH,W,HWW,4,9,546429.0,524900,982
983,Mount Road ATM,TUESDAY,NH,W,WWW,4,9,546429.0,584500,983
984,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,9,546429.0,32200,984
985,Mount Road ATM,THURSDAY,NH,W,WWW,4,9,546429.0,695300,985
986,Mount Road ATM,FRIDAY,NH,W,WWH,4,9,546429.0,512700,986
987,Mount Road ATM,SATURDAY,NH,H,WHH,5,9,546429.0,507100,987
988,Mount Road ATM,SUNDAY,NH,H,HHW,5,9,546429.0,245900,988
989,Mount Road ATM,MONDAY,NH,W,HWW,5,9,443229.0,517500,989
990,Mount Road ATM,TUESDAY,NH,W,WWW,5,9,443229.0,354000,990
991,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,9,443229.0,493300,991
992,Mount Road ATM,THURSDAY,NH,W,WWW,6,9,443229.0,354200,992
993,Mount Road ATM,FRIDAY,NH,W,WWH,6,9,443229.0,375400,993
994,Mount Road ATM,SATURDAY,NH,H,WHH,6,9,443229.0,724600,994
995,Mount Road ATM,SUNDAY,NH,H,HHW,6,9,443229.0,204100,995
996,Mount Road ATM,MONDAY,NH,W,HWW,6,9,431872.0,561500,996
997,Mount Road ATM,TUESDAY,NH,W,WWH,1,10,431872.0,875100,997
998,Mount Road ATM,WEDNESDAY,N,H,WHW,1,10,431872.0,705400,998
999,Mount Road ATM,THURSDAY,NH,W,HWW,1,10,431872.0,908900,999
1000,Mount Road ATM,FRIDAY,NH,W,WWH,1,10,431872.0,930400,1000
1001,Mount Road ATM,SATURDAY,NH,H,WHH,1,10,431872.0,858900,1001
1002,Mount Road ATM,SUNDAY,NH,H,HHW,2,10,431872.0,593800,1002
1003,Mount Road ATM,MONDAY,NH,W,HWW,2,10,776286.0,865500,1003
1004,Mount Road ATM,TUESDAY,NH,W,WWW,2,10,776286.0,651200,1004
1005,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,10,776286.0,553200,1005
1006,Mount Road ATM,THURSDAY,NH,W,WWW,2,10,776286.0,755500,1006
1007,Mount Road ATM,FRIDAY,NH,W,WWH,3,10,776286.0,736000,1007
1008,Mount Road ATM,SATURDAY,NH,H,WHH,3,10,776286.0,709900,1008
1009,Mount Road ATM,SUNDAY,NH,H,HHH,3,10,776286.0,450800,1009
1010,Mount Road ATM,MONDAY,H,H,HHW,3,10,674586.0,292400,1010
1011,Mount Road ATM,TUESDAY,NH,W,HWW,3,10,674586.0,385500,1011
1012,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,10,674586.0,366600,1012
1013,Mount Road ATM,THURSDAY,NH,W,WWW,4,10,674586.0,471000,1013
1014,Mount Road ATM,FRIDAY,NH,W,WWH,4,10,674586.0,601800,1014
1015,Mount Road ATM,SATURDAY,NH,H,WHH,4,10,674586.0,676500,1015
1016,Mount Road ATM,SUNDAY,NH,H,HHW,4,10,674586.0,400600,1016
1017,Mount Road ATM,MONDAY,NH,W,HWW,5,10,456343.0,463100,1017
1018,Mount Road ATM,TUESDAY,NH,W,WWW,5,10,456343.0,508100,1018
1019,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,10,456343.0,616400,1019
1020,Mount Road ATM,THURSDAY,NH,W,WWW,5,10,456343.0,929100,1020
1021,Mount Road ATM,FRIDAY,NH,W,WWH,5,10,456343.0,658700,1021
1022,Mount Road ATM,SATURDAY,NH,H,WHH,6,10,456343.0,650400,1022
1023,Mount Road ATM,SUNDAY,NH,H,HHW,6,10,456343.0,470800,1023
1024,Mount Road ATM,MONDAY,NH,W,HWW,6,10,613800.0,891700,1024
1025,Mount Road ATM,TUESDAY,NH,W,WWW,6,10,613800.0,651200,1025
1026,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,10,613800.0,631300,1026
1027,Mount Road ATM,THURSDAY,NH,W,WWW,7,10,613800.0,715500,1027
1028,Mount Road ATM,FRIDAY,NH,W,WWH,1,11,613800.0,789300,1028
1029,Mount Road ATM,SATURDAY,NH,H,WHH,1,11,613800.0,233000,1029
1030,Mount Road ATM,SUNDAY,H,H,HHW,1,11,613800.0,158000,1030
1031,Mount Road ATM,MONDAY,NH,W,HWH,1,11,581429.0,845400,1031
1032,Mount Road ATM,TUESDAY,M,H,WHW,1,11,581429.0,879100,1032
1033,Mount Road ATM,WEDNESDAY,NH,W,HWW,2,11,581429.0,646400,1033
1034,Mount Road ATM,THURSDAY,NH,W,WWW,2,11,581429.0,840500,1034
1035,Mount Road ATM,FRIDAY,NH,W,WWH,2,11,581429.0,707200,1035
1036,Mount Road ATM,SATURDAY,NH,H,WHH,2,11,581429.0,755900,1036
1037,Mount Road ATM,SUNDAY,NH,H,HHW,2,11,581429.0,350300,1037
1038,Mount Road ATM,MONDAY,NH,W,HWW,3,11,717829.0,811200,1038
1039,Mount Road ATM,TUESDAY,NH,W,WWW,3,11,717829.0,887400,1039
1040,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,11,717829.0,285600,1040
1041,Mount Road ATM,THURSDAY,NH,W,WWW,3,11,717829.0,806900,1041
1042,Mount Road ATM,FRIDAY,NH,W,WWH,3,11,717829.0,325200,1042
1043,Mount Road ATM,SATURDAY,NH,H,WHH,4,11,717829.0,499400,1043
1044,Mount Road ATM,SUNDAY,NH,H,HHW,4,11,717829.0,260600,1044
1045,Mount Road ATM,MONDAY,NH,W,HWW,4,11,553758.0,712000,1045
1046,Mount Road ATM,TUESDAY,NH,W,WWW,4,11,553758.0,775300,1046
1047,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,11,553758.0,492400,1047
1048,Mount Road ATM,THURSDAY,NH,W,WWW,5,11,553758.0,621700,1048
1049,Mount Road ATM,FRIDAY,NH,W,WWH,5,11,553758.0,652700,1049
1050,Mount Road ATM,SATURDAY,NH,H,WHH,5,11,553758.0,460500,1050
1051,Mount Road ATM,SUNDAY,NH,H,HHW,5,11,553758.0,165100,1051
1052,Mount Road ATM,MONDAY,NH,W,HWW,5,11,554243.0,444300,1052
1053,Mount Road ATM,TUESDAY,NH,W,WWW,6,11,554243.0,512600,1053
1054,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,11,554243.0,510600,1054
1055,Mount Road ATM,THURSDAY,NH,W,WWW,6,11,554243.0,433800,1055
1056,Mount Road ATM,FRIDAY,NH,W,WWH,6,11,554243.0,850600,1056
1057,Mount Road ATM,SATURDAY,NH,H,WHH,6,11,554243.0,756400,1057
1058,Mount Road ATM,SUNDAY,NH,H,HHW,1,12,554243.0,419400,1058
1059,Mount Road ATM,MONDAY,NH,W,HWW,1,12,561100.0,653500,1059
1060,Mount Road ATM,TUESDAY,NH,W,WWW,1,12,561100.0,869800,1060
1061,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,12,561100.0,893400,1061
1062,Mount Road ATM,THURSDAY,NH,W,WWW,1,12,561100.0,910300,1062
1063,Mount Road ATM,FRIDAY,NH,W,WWH,2,12,561100.0,775300,1063
1064,Mount Road ATM,SATURDAY,NH,H,WHH,2,12,561100.0,761800,1064
1065,Mount Road ATM,SUNDAY,NH,H,HHW,2,12,561100.0,473200,1065
1066,Mount Road ATM,MONDAY,NH,W,HWW,2,12,762472.0,883100,1066
1067,Mount Road ATM,TUESDAY,NH,W,WWW,2,12,762472.0,631400,1067
1068,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,12,762472.0,546500,1068
1069,Mount Road ATM,THURSDAY,NH,W,WWW,3,12,762472.0,452100,1069
1070,Mount Road ATM,MONDAY,NH,W,HWW,6,12,362543.0,534800,1070
1071,Mount Road ATM,TUESDAY,NH,W,WWH,7,12,362543.0,922400,1071
1072,Mount Road ATM,WEDNESDAY,C,H,WHW,1,1,510600.0,268800,1072
1073,Mount Road ATM,THURSDAY,NH,W,HWW,1,1,510600.0,1031000,1073
1074,Mount Road ATM,FRIDAY,NH,W,WWH,1,1,510600.0,653800,1074
1075,Mount Road ATM,SATURDAY,NH,H,WHH,1,1,510600.0,769900,1075
1076,Mount Road ATM,SUNDAY,NH,H,HHW,1,1,510600.0,395000,1076
1077,Mount Road ATM,MONDAY,NH,W,HWW,2,1,623700.0,1187800,1077
1078,Mount Road ATM,TUESDAY,NH,W,WWW,2,1,623700.0,1243400,1078
1079,Mount Road ATM,WEDNESDAY,NH,W,WWW,2,1,623700.0,685600,1079
1080,Mount Road ATM,THURSDAY,NH,W,WWW,2,1,623700.0,769500,1080
1081,Mount Road ATM,FRIDAY,NH,W,WWH,2,1,623700.0,786500,1081
1082,Mount Road ATM,SATURDAY,NH,H,WHH,3,1,623700.0,649500,1082
1083,Mount Road ATM,SUNDAY,NH,H,HHW,3,1,623700.0,509000,1083
1084,Mount Road ATM,MONDAY,NH,W,HWH,3,1,833043.0,580100,1084
1085,Mount Road ATM,TUESDAY,H,H,WHH,3,1,833043.0,293000,1085
1086,Mount Road ATM,WEDNESDAY,H,H,HHH,3,1,833043.0,377200,1086
1087,Mount Road ATM,THURSDAY,H,H,HHW,4,1,833043.0,352600,1087
1088,Mount Road ATM,FRIDAY,NH,W,HWH,4,1,833043.0,660800,1088
1089,Mount Road ATM,SATURDAY,NH,H,WHH,4,1,833043.0,598900,1089
1090,Mount Road ATM,SUNDAY,NH,H,HHW,4,1,833043.0,266000,1090
1091,Mount Road ATM,MONDAY,NH,W,HWW,4,1,446943.0,550500,1091
1092,Mount Road ATM,TUESDAY,NH,W,WWW,5,1,446943.0,373800,1092
1093,Mount Road ATM,WEDNESDAY,NH,W,WWW,5,1,446943.0,572800,1093
1094,Mount Road ATM,THURSDAY,NH,W,WWW,5,1,446943.0,564300,1094
1095,Mount Road ATM,FRIDAY,NH,W,WWH,5,1,446943.0,591200,1095
1096,Mount Road ATM,SATURDAY,NH,H,WHH,5,1,446943.0,579700,1096
1097,Mount Road ATM,SUNDAY,N,H,HHW,6,1,446943.0,365800,1097
1098,Mount Road ATM,MONDAY,NH,W,HWW,6,1,514015.0,511600,1098
1099,Mount Road ATM,TUESDAY,NH,W,WWW,6,1,514015.0,367500,1099
1100,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,1,514015.0,606900,1100
1101,Mount Road ATM,THURSDAY,NH,W,WWW,6,1,514015.0,487200,1101
1102,Mount Road ATM,FRIDAY,NH,W,WWH,7,1,514015.0,692200,1102
1103,Mount Road ATM,SATURDAY,NH,H,WHH,1,2,514015.0,651400,1103
1104,Mount Road ATM,SUNDAY,NH,H,HHW,1,2,514015.0,556200,1104
1105,Mount Road ATM,MONDAY,NH,W,HWW,1,2,553286.0,643200,1105
1106,Mount Road ATM,TUESDAY,NH,W,WWW,1,2,553286.0,727100,1106
1107,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,2,553286.0,741900,1107
1108,Mount Road ATM,THURSDAY,NH,W,WWW,2,2,553286.0,876300,1108
1109,Mount Road ATM,FRIDAY,NH,W,WWH,2,2,553286.0,710100,1109
1110,Mount Road ATM,SATURDAY,NH,H,WHH,2,2,553286.0,773700,1110
1111,Mount Road ATM,SUNDAY,NH,H,HHW,2,2,553286.0,197100,1111
1112,Mount Road ATM,MONDAY,NH,W,HWW,2,2,667058.0,881600,1112
1113,Mount Road ATM,TUESDAY,NH,W,WWW,3,2,667058.0,649600,1113
1114,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,2,667058.0,787200,1114
1115,Mount Road ATM,THURSDAY,NH,W,WWW,3,2,667058.0,575400,1115
1116,Mount Road ATM,FRIDAY,NH,W,WWH,3,2,667058.0,484200,1116
1117,Mount Road ATM,SATURDAY,NH,H,WHH,3,2,667058.0,832500,1117
1118,Mount Road ATM,SUNDAY,NH,H,HHW,4,2,667058.0,434600,1118
1119,Mount Road ATM,MONDAY,NH,W,HWW,4,2,663586.0,565600,1119
1120,Mount Road ATM,TUESDAY,NH,W,WWW,4,2,663586.0,423600,1120
1121,Mount Road ATM,WEDNESDAY,NH,W,WWW,4,2,663586.0,548000,1121
1122,Mount Road ATM,THURSDAY,NH,W,WWW,4,2,663586.0,771500,1122
1123,Mount Road ATM,FRIDAY,NH,W,WWH,5,2,663586.0,562700,1123
1124,Mount Road ATM,SATURDAY,NH,H,WHH,5,2,663586.0,511800,1124
1125,Mount Road ATM,SUNDAY,NH,H,HHW,5,2,663586.0,208000,1125
1126,Mount Road ATM,MONDAY,NH,W,HWW,5,2,513029.0,617700,1126
1127,Mount Road ATM,TUESDAY,NH,W,WWW,5,2,513029.0,565700,1127
1128,Mount Road ATM,WEDNESDAY,NH,W,WWW,6,2,513029.0,408500,1128
1129,Mount Road ATM,THURSDAY,NH,W,WWW,6,2,513029.0,506500,1129
1130,Mount Road ATM,FRIDAY,NH,W,WWH,6,2,513029.0,540900,1130
1131,Mount Road ATM,SATURDAY,NH,H,WHH,1,3,513029.0,805400,1131
1132,Mount Road ATM,SUNDAY,NH,H,HHW,1,3,513029.0,435300,1132
1133,Mount Road ATM,MONDAY,NH,W,HWW,1,3,554286.0,811400,1133
1134,Mount Road ATM,TUESDAY,NH,W,WWW,1,3,554286.0,761000,1134
1135,Mount Road ATM,WEDNESDAY,NH,W,WWW,1,3,554286.0,922700,1135
1136,Mount Road ATM,THURSDAY,NH,W,WWW,2,3,554286.0,794400,1136
1137,Mount Road ATM,FRIDAY,NH,W,WWH,2,3,554286.0,586700,1137
1138,Mount Road ATM,SATURDAY,NH,H,WHH,2,3,554286.0,949600,1138
1139,Mount Road ATM,SUNDAY,NH,H,HHW,2,3,554286.0,493400,1139
1140,Mount Road ATM,MONDAY,NH,W,HWW,2,3,759886.0,834100,1140
1141,Mount Road ATM,TUESDAY,NH,W,WWW,3,3,759886.0,684000,1141
1142,Mount Road ATM,WEDNESDAY,NH,W,WWW,3,3,759886.0,629600,1142
